shift_angstrom,target_lr_es_kj_mol,predicted_lr_es_kj_mol,error_lr_es_kj_mol,target_lr_pol_kj_mol,predicted_lr_pol_kj_mol,error_lr_pol_kj_mol,target_sr_es_total_kj_mol,predicted_sr_es_total_kj_mol,error_sr_es_total_kj_mol,target_sr_pol_total_kj_mol,predicted_sr_pol_total_kj_mol,error_sr_pol_total_kj_mol,target_exchange_kj_mol,predicted_exchange_kj_mol,error_exchange_kj_mol,target_dispersion_total_kj_mol,predicted_dispersion_total_kj_mol,error_dispersion_total_kj_mol,target_ct_like_kj_mol,predicted_ct_like_kj_mol,error_ct_like_kj_mol
-1.44583300,-14.66372776,-14.62220383,0.04152393,-9.17519569,-14.40739822,-5.23220253,-40.70584774,-49.28217697,-8.57632923,10.61792767,-0.04945441,-10.66738208,166.88178394,167.15954590,0.27776196,-49.36874390,-50.07263565,-0.70389175,-15.27789997,-14.27100086,1.00689911
-1.19166700,-11.65965843,-11.92216492,-0.26250648,-5.13914967,-11.44641113,-6.30726147,-14.11315536,-22.48849869,-8.37534332,5.49361703,-0.02304410,-5.51666113,79.04341800,75.83710480,-3.20631320,-32.82684898,-32.52030563,0.30654335,-6.78642782,-6.18330526,0.60312255
-0.93750000,-9.33961296,-9.74866867,-0.40905571,-3.02692318,-9.22008514,-6.19316196,-2.37755585,-10.01350880,-7.63595295,2.99114779,-0.01051694,-3.00166473,36.64127221,33.59439087,-3.04688134,-22.09801006,-21.26973724,0.82827282,-2.93182958,-2.58729696,0.34453262
-0.68333300,-7.53665924,-8.00360107,-0.46694183,-1.85338688,-7.51795959,-5.66457272,2.30236149,-4.38847446,-6.69083595,1.71595585,-0.00475427,-1.72071012,16.72721832,14.66803169,-2.05918663,-15.06534028,-14.13348770,0.93185258,-1.24743573,-1.05880821,0.18862752
-0.17500000,-5.01510191,-5.47076797,-0.45566607,-0.76017404,-5.15644741,-4.39627337,4.00729942,-0.82582533,-4.83312476,0.65320753,-0.00097441,-0.65418194,3.40203150,2.76261258,-0.63941892,-7.29900510,-6.65574980,0.64325531,-0.22742215,-0.17342959,0.05399256
0.33333300,-3.43185163,-3.81420517,-0.38235354,-0.34272265,-3.66021419,-3.31749153,3.23750417,-0.15630341,-3.39380758,0.28882970,-0.00020290,-0.28903260,0.68924972,0.53163612,-0.15761360,-3.75684932,-3.42029524,0.33655408,-0.04538214,-0.02904216,0.01633997
0.84166700,-2.41081023,-2.71223068,-0.30142045,-0.16680406,-2.67166805,-2.50486399,2.36137120,-0.03049519,-2.39186638,0.14102853,-0.00004173,-0.14107026,0.14118464,0.10704241,-0.03414223,-2.05522843,-1.89140272,0.16382571,-0.01061119,-0.00503687,0.00557432
1.35000000,-1.73404050,-1.96537399,-0.23133349,-0.08656938,-1.99600470,-1.90943532,1.70527771,-0.00619877,-1.71147648,0.07354180,-0.00000820,-0.07355000,0.02922367,0.02263477,-0.00658890,-1.18909946,-1.10845697,0.08064250,-0.00305613,-0.00087846,0.00217767
2.11250000,-1.09908581,-1.25262451,-0.15353870,-0.03576569,-1.33648252,-1.30071683,1.07058495,-0.00061442,-1.07119937,0.03031118,-0.00000064,-0.03031182,0.00273158,0.00237890,-0.00035268,-0.57198814,-0.54124194,0.03074620,-0.00069907,-0.00006061,0.00063845
2.87500000,-0.72427058,-0.82705688,-0.10278630,-0.01629653,-0.92770147,-0.91140494,0.69656671,-0.00006589,-0.69663260,0.01364012,-0.00000005,-0.01364017,0.00024412,0.00026796,0.00002384,-0.29975177,-0.28615868,0.01359309,-0.00022356,-0.00000383,0.00021974
3.63750000,-0.49319795,-0.56342316,-0.07022521,-0.00803757,-0.66342944,-0.65539187,0.46817924,-0.00000745,-0.46818669,0.00660956,-0.00000000,-0.00660956,0.00001920,0.00003176,0.00001256,-0.16802647,-0.16110662,0.00691985,-0.00009511,-0.00000023,0.00009488
-5.30000000,-8.66073132,-3.73640060,4.92433071,-5.99863005,-10.07303810,-4.07440805,-66.20724201,-65.32121277,0.88602924,6.67888379,-0.09370620,-6.77258999,220.03915896,209.21658325,-10.82257571,-46.41342163,-46.64459229,-0.23117065,-18.39217985,-16.93999863,1.45218123
-5.07916700,-6.77908516,-2.82284927,3.95623589,-3.12503219,-8.37243462,-5.24740243,-30.71679115,-33.00645447,-2.28966331,3.21136104,-0.04757657,-3.25893760,112.52686128,105.70660400,-6.82025728,-31.32466888,-31.31996346,0.00470543,-9.12698222,-8.40264797,0.72433425
-4.85833300,-5.29355192,-2.16934204,3.12420988,-1.75153279,-7.02590752,-5.27437472,-13.18573999,-16.29541779,-3.10967779,1.63579842,-0.02337256,-1.65917099,56.46735289,52.26706696,-4.20028593,-21.51488400,-21.10812759,0.40675640,-4.35808307,-4.00808001,0.35000307
-4.63750000,-4.15560436,-1.69921494,2.45638943,-1.04385281,-5.94568825,-4.90183544,-4.88739395,-7.90767336,-3.02027941,0.89000072,-0.01118985,-0.90119057,27.90736865,25.41880035,-2.48856830,-14.99245358,-14.37124825,0.62120533,-2.02447939,-1.85275686,0.17172253
-4.41666700,-3.29200792,-1.35700226,1.93500566,-0.65438402,-5.06910706,-4.41472304,-1.14462614,-3.79085922,-2.64623308,0.52382427,-0.00525029,-0.52907456,13.61043317,12.21729851,-1.39313466,-10.58295095,-9.93392944,0.64902151,-0.92342989,-0.83492881,0.08850107
-3.97500000,-2.13339782,-0.91337967,1.22001815,-0.28866252,-3.75645137,-3.46778885,0.99625242,-0.85351503,-1.84976745,0.22609817,-0.00110618,-0.22720436,3.13044697,2.76904988,-0.36139709,-5.47517296,-5.02040291,0.45477005,-0.18758223,-0.15987627,0.02770596
-3.53333300,-1.44203413,-0.65275192,0.78928220,-0.14216587,-2.84556770,-2.70340183,1.07354859,-0.19079830,-1.26434688,0.11636467,-0.00022417,-0.11658884,0.69624994,0.62465036,-0.07159958,-2.98580571,-2.74023890,0.24556681,-0.03901115,-0.02890315,0.01010799
-3.09166700,-1.01137781,-0.48784637,0.52353144,-0.07560129,-2.19597149,-2.12037020,0.83872463,-0.04306890,-0.88179353,0.06490610,-0.00004441,-0.06495051,0.15106382,0.14268245,-0.00838137,-1.72015355,-1.60033000,0.11982355,-0.00882572,-0.00502057,0.00380515
-2.65000000,-0.73168433,-0.37658310,0.35510123,-0.04258091,-1.72200215,-1.67942124,0.62384442,-0.00991907,-0.63376349,0.03793336,-0.00000870,-0.03794206,0.03208426,0.03333506,0.00125080,-1.04473800,-0.98725021,0.05748779,-0.00233743,-0.00084839,0.00148904
-1.98750000,-0.47207952,-0.26642036,0.20565915,-0.01956659,-1.22687685,-1.20731026,0.40473675,-0.00115065,-0.40588740,0.01808615,-0.00000075,-0.01808691,0.00304368,0.00396260,0.00091892,-0.53818006,-0.51784170,0.02033836,-0.00048139,-0.00005714,0.00042425
-1.32500000,-0.31888443,-0.19531822,0.12356621,-0.00974200,-0.89737266,-0.88763066,0.27328442,-0.00014180,-0.27342622,0.00924281,-0.00000007,-0.00924287,0.00027617,0.00050104,0.00022487,-0.30034855,-0.29211113,0.00823742,-0.00015105,-0.00000380,0.00014725
-0.66250000,-0.22356303,-0.14698792,0.07657512,-0.00517901,-0.67114890,-0.66596989,0.19175217,-0.00001845,-0.19177061,0.00502076,-0.00000001,-0.00502077,0.00002296,0.00006703,0.00004407,-0.17817106,-0.17426968,0.00390138,-0.00005765,-0.00000026,0.00005739
-0.90000000,-18.80248642,-13.07992554,5.72256088,-11.30709267,-15.38277626,-4.07568359,-33.52179718,-45.43110275,-11.90930557,11.51996322,-0.04005782,-11.56002104,153.34256851,165.97238159,12.62981308,-46.69929123,-46.84073257,-0.14144135,-19.71643663,-17.92441750,1.79201914
-0.67500000,-14.29750347,-10.16121674,4.13628674,-6.09246731,-12.55802441,-6.46555710,-13.07944202,-22.09870720,-9.01926517,5.49747294,-0.02142726,-5.51890021,80.00117535,80.84945679,0.84828144,-32.63763428,-32.18983459,0.44779968,-9.48508593,-8.64128780,0.84379813
-0.45000000,-10.95892048,-7.96319580,2.99572468,-3.52718306,-10.37216949,-6.84498644,-3.15353203,-10.48281574,-7.32928371,2.86689049,-0.01122445,-2.87811494,41.11860838,38.48411942,-2.63448896,-23.05172634,-22.17801857,0.87370777,-4.47575184,-4.03729868,0.43845316
-0.22500000,-8.47932816,-6.29944611,2.17988205,-2.15174556,-8.65310478,-6.50135922,1.24632311,-4.88065720,-6.12698030,1.60832304,-0.00577637,-1.61409940,20.89888625,17.99964523,-2.89924102,-16.43298745,-15.42129421,1.01169324,-2.08488939,-1.84171903,0.24317035
0.00000000,-6.62683153,-5.03081131,1.59602022,-1.36716068,-7.28232813,-5.91516745,2.91547608,-2.24188852,-5.15736461,0.96581137,-0.00292507,-0.96873644,10.52691102,8.31359291,-2.21331811,-11.82193297,-10.87168503,0.95024794,-0.96229844,-0.82491601,0.13738244
0.45000000,-4.17299461,-3.29890442,0.87409019,-0.60633832,-5.27430344,-4.66796511,3.15912712,-0.46146411,-3.62059122,0.41445065,-0.00071625,-0.41516690,2.61746652,1.73502493,-0.88244159,-6.30184471,-5.67803192,0.62381279,-0.20195616,-0.15907218,0.04288399
0.90000000,-2.73357701,-2.23962784,0.49394917,-0.29620653,-3.91670585,-3.62049931,2.42158189,-0.09368660,-2.51526849,0.20906910,-0.00016520,-0.20923430,0.63730407,0.35847259,-0.27883148,-3.50963745,-3.16958523,0.34005222,-0.04225220,-0.02955092,0.01270128
1.35000000,-1.85737062,-1.56890488,0.28846574,-0.15589106,-2.96973181,-2.81384075,1.73917954,-0.01906507,-1.75824461,0.11572394,-0.00003602,-0.11575995,0.15249892,0.07449352,-0.07800540,-2.04821155,-1.87558174,0.17262981,-0.00884623,-0.00533857,0.00350766
1.80000000,-1.30433202,-1.13019943,0.17413259,-0.08708325,-2.29202986,-2.20494661,1.24666680,-0.00393138,-1.25059818,0.06768237,-0.00000747,-0.06768984,0.03594995,0.01573386,-0.02021609,-1.25094531,-1.16462600,0.08631931,-0.00185962,-0.00094161,0.00091800
2.47500000,-0.80993474,-0.72311974,0.08681500,-0.03974585,-1.59861994,-1.55887409,0.78146303,-0.00038308,-0.78184611,0.03244527,-0.00000065,-0.03244592,0.00399587,0.00159787,-0.00239800,-0.64393156,-0.61231148,0.03162008,-0.00017647,-0.00006697,0.00010951
3.15000000,-0.53100294,-0.48463631,0.04636663,-0.01975043,-1.14745927,-1.12770884,0.51287751,-0.00003956,-0.51291708,0.01661238,-0.00000005,-0.01661243,0.00042611,0.00017367,-0.00025244,-0.35706738,-0.34456897,0.01249841,-0.00001367,-0.00000456,0.00000911
3.82500000,-0.36402044,-0.33759689,0.02642354,-0.01050119,-0.84383923,-0.83333803,0.35103419,-0.00000434,-0.35103853,0.00897697,-0.00000000,-0.00897697,0.00004348,0.00002056,-0.00002292,-0.20995146,-0.20460023,0.00535123,-0.00000141,-0.00000030,0.00000111
-1.40000000,-13.42534828,-8.39542770,5.02992058,-5.54899597,-14.01270580,-8.46370983,-77.69417381,-81.54941559,-3.85524178,5.96323571,-0.14630702,-6.10954273,278.37158360,262.52978516,-15.84179844,-60.80673218,-59.11296844,1.69376373,-18.04627049,-17.45005608,0.59621441
-1.18333300,-9.89658546,-6.36365891,3.53292656,-2.98617744,-11.61045647,-8.62427902,-39.39927864,-44.70410156,-5.30482292,3.17306240,-0.07934056,-3.25240296,154.67839904,143.74922180,-10.92917724,-42.81348419,-41.44191742,1.37156677,-9.82437284,-9.15340710,0.67096574
-0.96666700,-7.33322430,-4.85243225,2.48079205,-1.69522953,-9.69445992,-7.99923038,-18.38425541,-23.93135834,-5.54710293,1.73715644,-0.04157144,-1.77872788,83.65564402,76.86839294,-6.78725108,-30.36837769,-29.00146103,1.36691666,-5.08801642,-4.59659147,0.49142494
-0.75000000,-5.48034906,-3.73007202,1.75027704,-1.01366031,-8.15448570,-7.14082539,-7.47127008,-12.58327007,-5.11199999,0.98300001,-0.02118853,-1.00418854,44.22340882,40.37700653,-3.84640229,-21.69482231,-20.37782669,1.31699562,-2.52863462,-2.22806096,0.30057366
-0.53333300,-4.13861132,-2.89381409,1.24479723,-0.63531041,-6.90681505,-6.27150464,-2.13783169,-6.53092575,-4.39309406,0.58482305,-0.01056522,-0.59538827,22.93547753,20.94292068,-1.99255685,-15.61049199,-14.44492149,1.16557050,-1.21685514,-1.04955900,0.16729614
-0.10000000,-2.44295430,-1.79376602,0.64918828,-0.28015700,-5.04976606,-4.76960906,1.22807312,-1.71813941,-2.94621253,0.25012922,-0.00250293,-0.25263215,5.87771703,5.51577139,-0.36194564,-8.27101497,-7.54064894,0.73036604,-0.26445057,-0.21833360,0.04611697
0.33333300,-1.50999999,-1.15567017,0.35432982,-0.13864408,-3.77585840,-3.63721432,1.45010093,-0.44586727,-1.89596820,0.12960762,-0.00056773,-0.13017534,1.43126282,1.43966401,0.00840119,-4.54566934,-4.17093086,0.37473848,-0.05593454,-0.04277935,0.01315520
0.76666700,-0.97389376,-0.77156639,0.20232737,-0.07441872,-2.87893677,-2.80451804,1.11606467,-0.11566472,-1.23172939,0.07355370,-0.00012542,-0.07367912,0.33551553,0.37757424,0.04205871,-2.60870715,-2.43799520,0.17071195,-0.01226804,-0.00807485,0.00419320
1.20000000,-0.65203941,-0.53168869,0.12035072,-0.04241392,-2.23281026,-2.19039634,0.79283585,-0.03020738,-0.82304323,0.04363914,-0.00002730,-0.04366644,0.07629110,0.10013996,0.02384886,-1.56714180,-1.49470782,0.07243398,-0.00297259,-0.00149152,0.00148107
1.85000000,-0.37869042,-0.32001686,0.05867356,-0.01987269,-1.56768060,-1.54780791,0.47081611,-0.00411007,-0.47492617,0.02113152,-0.00000274,-0.02113426,0.00789782,0.01402149,0.00612367,-0.79020202,-0.77194846,0.01825357,-0.00049596,-0.00011649,0.00037947
2.50000000,-0.23261699,-0.20262718,0.02998981,-0.01008694,-1.13224173,-1.12215478,0.28910691,-0.00057346,-0.28968037,0.01089106,-0.00000028,-0.01089133,0.00077422,0.00201897,0.00124475,-0.43155157,-0.42766160,0.00388997,-0.00012726,-0.00000915,0.00011811
3.15000000,-0.14924505,-0.13375854,0.01548651,-0.00545911,-0.83758485,-0.83212574,0.18417764,-0.00008185,-0.18425949,0.00593355,-0.00000003,-0.00593358,0.00006929,0.00029760,0.00022831,-0.25097450,-0.25056946,0.00040504,-0.00004502,-0.00000074,0.00004428
-2.10000000,-11.55051517,-10.78408241,0.76643276,-10.56787872,-16.51213264,-5.94425392,-268.54506588,-240.07727051,28.46779537,6.00655031,-0.43905836,-6.44560868,780.78989775,768.33575439,-12.45414336,-122.51995850,-118.52503967,3.99491882,-48.13521499,-43.35931396,4.77590103
-1.87500000,-8.61614895,-8.86528778,-0.24913883,-5.50919533,-12.92430973,-7.41511440,-133.79812717,-129.81407166,3.98405552,4.27762902,-0.22025704,-4.49788606,401.73961559,411.85974121,10.12012562,-80.02654266,-80.14053345,-0.11399078,-25.64774120,-21.48023224,4.16750896
-1.65000000,-6.74270773,-7.31893158,-0.57622385,-3.18304586,-10.30016518,-7.11711931,-64.51783609,-68.71020508,-4.19236898,2.82504177,-0.10803925,-2.93308102,202.46850948,217.03686523,14.56835575,-53.71847534,-53.85976791,-0.14129257,-13.06254214,-10.41497231,2.64756983
-1.42500000,-5.44764996,-6.05281830,-0.60516834,-1.96797431,-8.33658600,-6.36861169,-30.00947285,-35.75905991,-5.74958706,1.76504926,-0.05202560,-1.81707487,100.44225157,112.80982971,12.36757814,-36.70100403,-36.23476410,0.46623993,-6.37228749,-4.95875549,1.41353199
-1.20000000,-4.48420334,-5.00919342,-0.52499008,-1.27317536,-6.83799028,-5.56481493,-13.21700859,-18.36642265,-5.14941406,1.09456250,-0.02466735,-1.11922985,49.18874419,58.02138138,8.83263719,-25.37617350,-24.54276085,0.83341265,-3.00643456,-2.32321334,0.68322122
-0.75000000,-3.11470985,-3.43578720,-0.32107735,-0.58247465,-4.75719213,-4.17471749,-1.55331135,-4.71433926,-3.16102791,0.46503200,-0.00533964,-0.47037164,11.43442435,15.03917694,3.60475259,-12.46494806,-11.67340183,0.79154623,-0.63822355,-0.48848456,0.14973899
-0.30000000,-2.18819451,-2.36438560,-0.17619109,-0.28971192,-3.43214226,-3.14243034,0.70751917,-1.18619788,-1.89371705,0.23125773,-0.00111178,-0.23236951,2.57404578,3.85246730,1.27842152,-6.36725373,-5.90544176,0.46181197,-0.13746472,-0.09769688,0.03976784
0.15000000,-1.54408538,-1.63553429,-0.09144890,-0.15380166,-2.54905248,-2.39525081,0.91176105,-0.29706872,-1.20882976,0.12828511,-0.00022544,-0.12851055,0.56417755,0.98865002,0.42447247,-3.41346613,-3.18643665,0.22702948,-0.03179877,-0.01875632,0.01304245
0.60000000,-1.09413457,-1.13863754,-0.04450297,-0.08627801,-1.93856132,-1.85228331,0.73666477,-0.07481224,-0.81147701,0.07611840,-0.00004505,-0.07616345,0.12116318,0.25620595,0.13504277,-1.92958127,-1.82339108,0.10619019,-0.00835938,-0.00349171,0.00486767
1.27500000,-0.65864849,-0.66974068,-0.01109219,-0.03953507,-1.33284736,-1.29331229,0.45651205,-0.00966269,-0.46617474,0.03764380,-0.00000401,-0.03764781,0.01161391,0.03461484,0.02300093,-0.90222393,-0.86552703,0.03669689,-0.00155642,-0.00027089,0.00128553
1.95000000,-0.40092546,-0.39923859,0.00168687,-0.01972929,-0.94903409,-0.92930480,0.26972729,-0.00128471,-0.27101200,0.01994889,-0.00000037,-0.01994925,0.00105229,0.00479545,0.00374316,-0.46501858,-0.44891188,0.01610670,-0.00039577,-0.00002079,0.00037498
2.62500000,-0.24620579,-0.24011040,0.00609539,-0.01054321,-0.69516736,-0.68462415,0.15600651,-0.00017482,-0.15618133,0.01117620,-0.00000003,-0.01117624,0.00009011,0.00067539,0.00058528,-0.25873741,-0.24967432,0.00906309,-0.00012178,-0.00000163,0.00012015
-2.50000000,-6.04463243,-7.19324875,-1.14861631,-5.80535555,-10.64374352,-4.83838797,-121.17710829,-108.58427429,12.59283400,9.50373292,-0.19142148,-9.69515440,373.36101901,346.59811401,-26.76290500,-67.94909668,-65.43785858,2.51123810,-27.71107951,-22.21379089,5.49728862
-2.29166700,-6.51885128,-6.27236938,0.24648190,-3.70431495,-8.70096493,-4.99664998,-58.42929935,-56.40390015,2.02539921,5.83932185,-0.09753768,-5.93685953,196.02919435,179.88154602,-16.14764833,-45.86411667,-44.52337646,1.34074020,-14.66498797,-11.51498318,3.15000479
-2.08333300,-6.24008274,-5.41500473,0.82507801,-2.47685337,-7.21240044,-4.73554707,-26.55709362,-28.64047432,-2.08338070,3.54586697,-0.04851703,-3.59438400,101.91494857,91.49578857,-10.41916000,-31.58047104,-30.21571350,1.36475754,-7.52156396,-5.78595495,1.73560901
-1.87500000,-5.65731859,-4.65389633,1.00342226,-1.69706285,-6.04925489,-4.35219204,-10.72772741,-14.27458000,-3.54685259,2.16136152,-0.02364494,-2.18500646,52.52926718,45.76576233,-6.76350485,-22.05207920,-20.59112930,1.46094990,-3.76231475,-2.83220005,0.93011470
-1.66666700,-4.99146414,-3.99452972,0.99693441,-1.18191481,-5.12503719,-3.94312239,-3.09345675,-7.00801182,-3.91455507,1.34688318,-0.01132498,-1.35820816,26.86681295,22.58367729,-4.28313566,-15.57131386,-14.16902065,1.40229321,-1.85099685,-1.35594916,0.49504769
-1.25000000,-3.75639868,-2.95138550,0.80501318,-0.59648508,-3.77196407,-3.17547899,1.90362871,-1.63358152,-3.53721023,0.57947347,-0.00249083,-0.58196431,6.87768791,5.33966112,-1.53802679,-8.00389305,-7.01122761,0.99266544,-0.44064221,-0.29440245,0.14623976
-0.83333300,-2.79654646,-2.20074844,0.59579802,-0.31590927,-2.85236621,-2.53645694,2.45574716,-0.37015021,-2.82589737,0.28543628,-0.00052486,-0.28596113,1.71863412,1.23312736,-0.48550676,-4.30110651,-3.71987796,0.58122855,-0.10734357,-0.06038829,0.04695528
-0.41666700,-2.09358454,-1.66006088,0.43352365,-0.17491074,-2.20423603,-2.02932529,2.09465801,-0.08282705,-2.17748506,0.15565331,-0.00010730,-0.15576062,0.42084415,0.28245753,-0.13838662,-2.42823175,-2.11380386,0.31442788,-0.02825894,-0.01186328,0.01639566
0.00000000,-1.58451068,-1.26720619,0.31730449,-0.10081998,-1.73409581,-1.63327583,1.64790653,-0.01853521,-1.66644174,0.09080586,-0.00002150,-0.09082736,0.10155838,0.06495158,-0.03660680,-1.44179516,-1.27480578,0.16698937,-0.00860812,-0.00225441,0.00635371
0.62500000,-1.06736994,-0.86331940,0.20405054,-0.04714312,-1.24389696,-1.19675384,1.12453897,-0.00200407,-1.12654304,0.04396344,-0.00000189,-0.04396533,0.01179674,0.00735578,-0.00444096,-0.72024857,-0.65259224,0.06765633,-0.00202980,-0.00017835,0.00185145
1.25000000,-0.73803842,-0.60203362,0.13600481,-0.02360193,-0.91698766,-0.89338573,0.77747997,-0.00022668,-0.77770665,0.02284092,-0.00000017,-0.02284108,0.00131852,0.00087536,-0.00044316,-0.39311496,-0.36254194,0.03057302,-0.00066709,-0.00001359,0.00065350
1.87500000,-0.52234465,-0.42869949,0.09364516,-0.01251897,-0.69143915,-0.67892018,0.54888256,-0.00002714,-0.54890970,0.01252867,-0.00000001,-0.01252868,0.00014425,0.00011079,-0.00003346,-0.22989123,-0.21430899,0.01558224,-0.00026189,-0.00000101,0.00026088
-2.50000000,-3.61449957,-2.41091156,1.20358801,-12.20362663,-21.30086708,-9.09724045,-129.36603022,-136.57826233,-7.21223211,8.24941230,-0.33754283,-8.58695513,401.64430676,430.42089844,28.77659168,-95.15486145,-94.08441162,1.07044983,-27.77657269,-25.14851189,2.62806080
-2.26250000,-3.01523781,-2.80262375,0.21261406,-6.06929350,-16.80273819,-10.73344469,-62.09718132,-66.58976746,-4.49258614,3.47777653,-0.17054658,-3.64832310,198.34525521,211.28343201,12.93817680,-63.40851593,-63.62156677,-0.21305084,-13.26391360,-11.66493607,1.59897754
-2.02500000,-2.73345399,-2.94179916,-0.20834517,-3.36867285,-13.45934677,-10.09067392,-28.38326240,-31.82372856,-3.44046617,1.81183624,-0.08311782,-1.89495406,95.69905803,101.96310425,6.26404622,-42.83823967,-42.88515091,-0.04691124,-6.07897064,-5.26153708,0.81743357
-1.78750000,-2.54388714,-2.91185379,-0.36796665,-2.02402687,-10.92392635,-8.89989948,-12.06632996,-15.00036335,-2.93403339,1.10592848,-0.03937560,-1.14530408,45.32980731,48.60009003,3.27028272,-29.26276112,-29.03953743,0.22322369,-2.69974055,-2.32510948,0.37463107
-1.55000000,-2.36871433,-2.77821350,-0.40949917,-1.28754318,-8.96766472,-7.68012154,-4.39282608,-7.00845575,-2.61562967,0.74655539,-0.01823997,-0.76479536,21.15815611,22.98129654,1.82314043,-20.19447780,-19.86953735,0.32494044,-1.17477735,-1.01253533,0.16224202
-1.07500000,-2.00391912,-2.37149811,-0.36757898,-0.58320177,-6.22017193,-5.63697016,0.62469006,-1.51316607,-2.13785613,0.38594945,-0.00372361,-0.38967306,4.46597634,5.09134960,0.62537326,-9.94684076,-9.72620869,0.22063208,-0.21887244,-0.18693227,0.03194018
-0.60000000,-1.64350736,-1.93376923,-0.29026186,-0.29064721,-4.45440006,-4.16375285,1.40579936,-0.32815477,-1.73395413,0.20868498,-0.00072578,-0.20941076,0.91948447,1.13457894,0.21509447,-5.16394453,-5.08787298,0.07607155,-0.04276989,-0.03390994,0.00885995
-0.12500000,-1.32278645,-1.54429245,-0.22150600,-0.15430111,-3.27465963,-3.12035853,1.31764341,-0.07258606,-1.39022947,0.11493243,-0.00013724,-0.11506967,0.18724203,0.25794494,0.07070291,-2.83768098,-2.83340549,0.00427549,-0.00946238,-0.00610556,0.00335682
0.35000000,-1.05503571,-1.22311020,-0.16807449,-0.08597051,-2.46110773,-2.37513722,1.08997096,-0.01650634,-1.10647730,0.06483245,-0.00002544,-0.06485789,0.03795652,0.06023908,0.02228256,-1.64682519,-1.66516209,-0.01833689,-0.00257572,-0.00109260,0.00148313
1.06250000,-0.74848986,-0.86080551,-0.11231565,-0.03848263,-1.66008687,-1.62160425,0.78108439,-0.00189153,-0.78297592,0.02904754,-0.00000199,-0.02904953,0.00343340,0.00716367,0.00373027,-0.79524019,-0.81447393,-0.01923374,-0.00057958,-0.00008150,0.00049808
1.77500000,-0.53369361,-0.61063766,-0.07694405,-0.01854472,-1.15929353,-1.14074881,0.55648657,-0.00022966,-0.55671623,0.01391812,-0.00000016,-0.01391828,0.00030356,0.00089989,0.00059633,-0.41842773,-0.43096605,-0.01253832,-0.00019494,-0.00000599,0.00018896
2.48750000,-0.38461643,-0.43888092,-0.05426449,-0.00950990,-0.83325064,-0.82374074,0.39977805,-0.00002908,-0.39980713,0.00708800,-0.00000001,-0.00708801,0.00002215,0.00011798,0.00009583,-0.23542409,-0.24272765,-0.00730356,-0.00007727,-0.00000044,0.00007683
-4.60000000,-3.97138977,-4.14216614,-0.17077637,-3.18431401,-8.61010742,-5.42579341,-56.11643219,-45.73596954,10.38046265,1.84434092,-0.15405807,-1.99839899,178.53710593,169.36450195,-9.17260398,-41.54521561,-39.64965439,1.89556122,-14.56139393,-14.61151695,-0.05012302
-4.39166700,-3.48488426,-3.51211548,-0.02723122,-1.77100623,-7.04659271,-5.27558649,-27.61739349,-24.23381615,3.38357735,1.08041358,-0.07697544,-1.15738902,94.12613287,89.10118103,-5.02495184,-28.82585907,-27.28163719,1.54422188,-7.36012706,-7.39616823,-0.03604117
-4.18333300,-2.98833275,-2.94997787,0.03835487,-1.07561266,-5.85006475,-4.77445209,-12.73402977,-12.65414143,0.07988834,0.71951935,-0.03764825,-0.75716760,48.84258129,46.23791504,-2.60466625,-20.25195312,-18.80203438,1.44991875,-3.60830966,-3.63313937,-0.02482971
-3.97500000,-2.54211116,-2.46762466,0.07448649,-0.69855016,-4.91551304,-4.21696287,-5.22501397,-6.54482317,-1.31980920,0.52017978,-0.01809631,-0.53827608,25.01251863,23.77033043,-1.24218820,-14.37779284,-13.05352879,1.32426405,-1.73028558,-1.74193799,-0.01165242
-3.76666700,-2.15856075,-2.06181335,0.09674740,-0.47664031,-4.17279291,-3.69615260,-1.56982946,-3.36683297,-1.79700351,0.39701689,-0.00857620,-0.40559309,12.66137767,12.15388203,-0.50749564,-10.30372965,-9.16949940,1.13423026,-0.81749729,-0.81886768,-0.00137040
-3.35000000,-1.56208575,-1.44399452,0.11809123,-0.24509485,-3.08430648,-2.83921163,0.84175134,-0.88779688,-1.72954822,0.24757938,-0.00186500,-0.24944438,3.15453303,3.16607904,0.01154601,-5.44883563,-4.73479795,0.71403767,-0.17916289,-0.17285991,0.00630298
-2.93333300,-1.14191508,-1.02089310,0.12102199,-0.13719256,-2.34288836,-2.20569579,1.12087067,-0.23633972,-1.35721039,0.15666656,-0.00039351,-0.15706007,0.76275485,0.83311844,0.07036359,-3.01193824,-2.61025953,0.40167871,-0.03993152,-0.03489229,0.00503923
-2.51666700,-0.84477174,-0.73033905,0.11443269,-0.08115336,-1.81888914,-1.73773579,0.96104382,-0.06413040,-1.02517422,0.09946745,-0.00008153,-0.09954898,0.18037775,0.22371154,0.04333379,-1.74894038,-1.52957869,0.21936169,-0.00941651,-0.00683077,0.00258574
-2.10000000,-0.63258797,-0.52889061,0.10369736,-0.05000443,-1.43759871,-1.38759428,0.75767215,-0.01779595,-0.77546810,0.06392197,-0.00001675,-0.06393872,0.04180745,0.06151946,0.01971201,-1.06599690,-0.94426572,0.12173118,-0.00249911,-0.00131094,0.00118817
-1.47500000,-0.41901413,-0.33305931,0.08595482,-0.02568250,-1.03837800,-1.01269550,0.51832628,-0.00270696,-0.52103325,0.03411748,-0.00000156,-0.03411904,0.00453255,0.00925712,0.00472457,-0.55040565,-0.49548888,0.05491677,-0.00049225,-0.00010833,0.00038393
